"","wheat_yield_1983","wheat_yield_1984","wheat_yield_1985","wheat_yield_1986","wheat_yield_1987","wheat_yield_1988","wheat_yield_1989","wheat_yield_1990","wheat_yield_1991","wheat_yield_1992","wheat_yield_1993","wheat_yield_1994","wheat_yield_1995","wheat_yield_1996","wheat_yield_1997","wheat_yield_1998","wheat_yield_1999","wheat_yield_2000","wheat_yield_2001","wheat_yield_2002","wheat_yield_2003","wheat_yield_2004","wheat_yield_2005","wheat_yield_2006","wheat_yield_2007","wheat_yield_2008","wheat_yield_2009","wheat_yield_2010","wheat_yield_2011","wheat_yield_2012","wheat_yield_2013","wheat_yield_2014","wheat_yield_2015"
"21",4685,5070.10009765625,4181.89990234375,4027.39990234375,3245.39990234375,3271.19995117188,4295.60009765625,4038.80004882812,3561.39990234375,3947.5,2532.30004882812,2643.39990234375,3707.39990234375,3211.10009765625,4381.5,4154.39990234375,3458,3347.80004882812,3106.19995117188,3662.39990234375,2618.60009765625,3942.80004882812,2547,3485.30004882812,3184.89990234375,3684.10009765625,2420.80004882812,4178.7998046875,4949.5,3482.80004882812,5011.7001953125,3603.30004882812,3007.69995117188
"22",4580.7001953125,4922.2998046875,4155.7001953125,4023.5,3040.10009765625,4344.60009765625,3781.19995117188,3934.69995117188,3619,3934.69995117188,3399.19995117188,2653.39990234375,3267.39990234375,3129,3929.60009765625,3223.80004882812,2203.60009765625,2998.39990234375,2900.39990234375,3660.39990234375,2827.10009765625,3830.60009765625,2623.30004882812,3808.5,3036.60009765625,3488,2274.30004882812,3006,3119.10009765625,3281.39990234375,4815.39990234375,3817,3047.10009765625
"23",4596.2998046875,5155.5,4239.39990234375,4008.60009765625,3038.60009765625,4329.10009765625,3987.30004882812,3945.19995117188,3618.80004882812,3892.80004882812,3071,2663.89990234375,3272,3119.19995117188,3927.30004882812,3228.5,2221.69995117188,3000.39990234375,2912.80004882812,3648.89990234375,2878.5,3824,2590.89990234375,3781,3025.10009765625,3511.39990234375,2281.80004882812,3010.10009765625,3115.5,3368,4961.5,3809.5,3035.5
"24",4776.60009765625,4901.60009765625,4244.2998046875,3992.19995117188,3037.30004882812,4299.60009765625,3951.30004882812,3963.80004882812,3444.60009765625,4100.89990234375,2674.10009765625,2674.30004882812,3278.60009765625,3111.60009765625,3928.19995117188,3231.69995117188,2228.5,3003,2921.89990234375,3634.19995117188,2857.30004882812,3824.89990234375,2278.19995117188,3626.60009765625,3015.10009765625,3530.39990234375,2280.89990234375,3009.10009765625,3116.10009765625,3377,4865.7001953125,3799.89990234375,3004.19995117188
"25",4732.39990234375,4848.60009765625,4229.2001953125,3979.5,3029.39990234375,3871.80004882812,3942.60009765625,3952.19995117188,3430.39990234375,4090.5,2295.19995117188,2655.10009765625,3286.5,3097.69995117188,3922,3233,2230.60009765625,2997.69995117188,2917.60009765625,3618.69995117188,2736.5,3812.89990234375,2286.60009765625,3592.5,3002.69995117188,3523.30004882812,2252.69995117188,3422.5,4039.89990234375,3532.30004882812,4862.10009765625,3797.89990234375,2999.80004882812
"26",4729,4842.10009765625,4207.7998046875,3963.19995117188,3025.19995117188,3652.60009765625,3936.30004882812,3940.69995117188,3320.80004882812,4073.80004882812,2277.60009765625,2642.30004882812,3284.19995117188,3088.69995117188,3801.80004882812,3235.80004882812,2236.5,2992.5,2916.10009765625,3604.10009765625,2673.39990234375,3808.5,2357,3564.10009765625,2987.19995117188,3515.19995117188,2238.10009765625,3865.69995117188,4626,3509.69995117188,4859.10009765625,3791.30004882812,2903
"27",4697.2001953125,4804.39990234375,4189.39990234375,3947,3016.80004882812,3385.19995117188,3817.10009765625,3937.80004882812,3149.69995117188,3882.69995117188,2253.89990234375,2581,3407.39990234375,3077.60009765625,3796.5,3343.60009765625,2243.60009765625,2987.30004882812,2916.10009765625,3586.39990234375,2623.80004882812,3797.30004882812,2362.10009765625,3526.80004882812,2970,3509.30004882812,2224.39990234375,3861.19995117188,4620.2998046875,3380,4858.5,3789.5,2898.5
"28",4650.2001953125,4552.39990234375,4169.7001953125,3933.30004882812,3009.39990234375,3431.89990234375,3807.5,3926.89990234375,3142.30004882812,3865.60009765625,2227.39990234375,2566.30004882812,3406.69995117188,3154,3793.5,3370.19995117188,2244.89990234375,2980.39990234375,2915.19995117188,3573.10009765625,2470.5,3795,2361.19995117188,3490.30004882812,2955.80004882812,3500.80004882812,2137.30004882812,3970.60009765625,4615.10009765625,3358.39990234375,4730.39990234375,3783.5,2889.69995117188
"29",4700.7998046875,4368.10009765625,4156.10009765625,3914.80004882812,3001.80004882812,3422.69995117188,3798,4226,3130,3848.60009765625,2208.19995117188,2547.69995117188,3405.89990234375,3142,3792.10009765625,3369.30004882812,2287.60009765625,2975.10009765625,2913.39990234375,3557.19995117188,2417.89990234375,3782.5,2368.10009765625,3361,2936.89990234375,3494.69995117188,2258,4087.5,4715.2998046875,3341,4727.39990234375,3779.30004882812,2886.10009765625
"30",4632.5,4356.7998046875,4157.60009765625,3916,3025.19995117188,3129.10009765625,3800.5,3966,3262.19995117188,3850.10009765625,2338.10009765625,2536.80004882812,3419.19995117188,3137.10009765625,3776.89990234375,3392.89990234375,2391.39990234375,3026.5,2914.30004882812,3558.30004882812,2424.69995117188,3786.60009765625,2381.30004882812,3354.5,2976.39990234375,3504.39990234375,2267.39990234375,4325,4717.60009765625,3527.30004882812,4680.10009765625,3774.80004882812,2881.5
"31",4616.60009765625,4524.2998046875,4160.39990234375,4045.10009765625,3043.30004882812,3107.80004882812,3969.19995117188,3971.10009765625,3273.69995117188,3854.30004882812,2375.19995117188,2524.19995117188,3527.30004882812,3133.39990234375,3762.5,3492.5,2425.10009765625,3065.39990234375,2917.80004882812,3560.10009765625,2432.89990234375,3800.60009765625,2390.19995117188,3350.80004882812,3001.60009765625,3511.69995117188,2283.89990234375,4316.10009765625,4721.60009765625,3244.89990234375,4884.39990234375,3775.39990234375,2875.30004882812
"32",4574.2998046875,4509.89990234375,4163.89990234375,4044.19995117188,3062,3111.39990234375,4011.30004882812,3970.80004882812,3283,3855.19995117188,2408.60009765625,2510.39990234375,3540.89990234375,3127.60009765625,4159.89990234375,3966.19995117188,2462.39990234375,3205.80004882812,2914,3573.30004882812,2437.5,3806.80004882812,2401.5,3346.60009765625,3060.60009765625,3515.39990234375,2255.69995117188,4061.5,4621.2001953125,3454.10009765625,4677.2001953125,3773.5,2868.60009765625
"33",4340.60009765625,4284.60009765625,4166,4044.80004882812,3200.69995117188,3118.10009765625,4205.2001953125,3947.89990234375,3296.19995117188,3857.10009765625,2442.10009765625,2496.19995117188,3551.89990234375,3121.89990234375,4131.10009765625,3980.69995117188,2494.5,3260.80004882812,2916.5,3569.80004882812,2443.30004882812,3810.19995117188,2414.69995117188,3339.19995117188,3178.69995117188,3525,2268.60009765625,3937.5,4273.60009765625,3157.69995117188,4678.60009765625,3773,2860
"34",3586.30004882812,4236.10009765625,4168.5,4041.5,3222,3121.30004882812,4315.10009765625,3913.80004882812,3404.60009765625,3861.10009765625,2480.89990234375,2476.39990234375,3567.69995117188,3114.60009765625,3907,3881.5,2606.5,3399.39990234375,2916.19995117188,3567.60009765625,2372.69995117188,3815.69995117188,2422.89990234375,3335.19995117188,3208.69995117188,3616.39990234375,2288.19995117188,3932.69995117188,4170.2001953125,3263.60009765625,4805.39990234375,3771.69995117188,2851.80004882812
"35",3647.89990234375,4227,4180.60009765625,4039.10009765625,3234.60009765625,3128.5,4387.7998046875,3910.19995117188,3414,3918.30004882812,2612.89990234375,2470.60009765625,3706.10009765625,3113,3708.39990234375,3514.5,2605.10009765625,3405.19995117188,2907.19995117188,3561.30004882812,2499.5,3817.5,2430.10009765625,3333.39990234375,3230.80004882812,3626.80004882812,2294.30004882812,3929.19995117188,3941.89990234375,3045.19995117188,4806.2001953125,3768,2838.39990234375
"36",4295.39990234375,4438.7001953125,4197,4037.60009765625,3250.39990234375,3131.80004882812,4388.7001953125,3949.60009765625,3685.30004882812,4046.30004882812,2644.69995117188,2458.30004882812,3725.89990234375,3107,3688.19995117188,3542.89990234375,2609.10009765625,3408.60009765625,2901,3552.69995117188,2529.10009765625,3818.60009765625,2434.10009765625,3431.30004882812,3254.80004882812,3636.10009765625,2290.5,4034.30004882812,3942.60009765625,3258.5,4806.60009765625,3761.10009765625,2742.30004882812
"37",4620.2001953125,4734.2998046875,4209,4034.80004882812,3261.80004882812,3132,4225.7998046875,3906.19995117188,3550.10009765625,3928.10009765625,2678.19995117188,2501.80004882812,3746.19995117188,3100.89990234375,3668.19995117188,3573.89990234375,2534.5,3411.80004882812,2895.19995117188,3542.69995117188,2548.80004882812,3814.89990234375,2439.60009765625,3428.39990234375,3274.69995117188,3663.69995117188,2294.69995117188,4027.30004882812,3841.5,3040.80004882812,4817.39990234375,3482.10009765625,2728.69995117188
"38",4553.7998046875,5053,4151.89990234375,4033.5,2930.80004882812,4062.89990234375,4098.89990234375,4120.10009765625,3725.19995117188,3857.69995117188,3390.69995117188,2586.30004882812,3285.39990234375,3119.69995117188,3833.39990234375,3197.80004882812,2211.80004882812,2897,2774.39990234375,3658.60009765625,2820.39990234375,3711,2589.60009765625,3692.5,3032.89990234375,3473,2194.69995117188,2892.89990234375,2993.19995117188,3384.69995117188,4832.89990234375,3846.60009765625,3040.80004882812
"39",4653.2001953125,5026.5,4157.60009765625,4015.60009765625,2920.39990234375,4198.60009765625,4102.5,3953.60009765625,3721,3880.5,3123.89990234375,2598.80004882812,3290.30004882812,3038,3829.39990234375,3196.10009765625,2209.69995117188,2899.10009765625,2777,3640.80004882812,2796.5,3704,2562.89990234375,3656.39990234375,3012.39990234375,3489.80004882812,2190.10009765625,2890.60009765625,3169.80004882812,3382,4833.5,3835.5,3022.5
"40",4739.7998046875,4736.5,4140,4003.30004882812,2917.39990234375,3939.60009765625,4090.69995117188,4116.89990234375,3710.60009765625,3896,2482.69995117188,2579.5,3295.30004882812,3023.60009765625,3823.60009765625,3199.39990234375,2212.19995117188,2891.60009765625,2776.10009765625,3625.10009765625,2740.10009765625,3696,2283.19995117188,3623.19995117188,3011.69995117188,3479.5,2176.30004882812,3515.5,3654.80004882812,3360.39990234375,4828.2998046875,3828.39990234375,2920.69995117188
"41",4734.89990234375,4731,4122.10009765625,3989,2911.30004882812,3664.89990234375,3863.10009765625,4114.39990234375,3651,3879.10009765625,2322.89990234375,2566.30004882812,3289.19995117188,3010.69995117188,3817.80004882812,3198,2213.10009765625,2882.39990234375,2770.69995117188,3531.5,2688.19995117188,3687.89990234375,2290.69995117188,3584,2904.60009765625,3472.69995117188,2157.69995117188,3990.5,4365.7001953125,3337.39990234375,4821.5,3824.10009765625,2912.10009765625
